quoteid,purchasecmpny,dept,reroutersncode,reroutersntxt,reroutecmnt,reroutelastchngts,reroutecmnt_cln
12142014,1001,25,13,IPR Concern,"IPR Concern; the brand name is GEORGE. Please correct all branding information in Brand sections, Comments, Packaging Description etc.",2019-09-23 06:47:29.0,brand name george correct branding information brand section comment packaging description etc
12142033,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:28.0,brand george indicate information comment section well branding section supplier quote
12141998,1001,25,13,IPR Concern,"IPR Concern; the brand name is GEORGE. Please correct all branding information in Brand sections, Comments, Packaging Description etc.",2019-09-23 06:47:28.0,brand name george correct branding information brand section comment packaging description etc
12141997,1001,25,13,IPR Concern,"IPR Concern; the brand name is GEORGE. Please correct all branding information in Brand sections, Comments, Packaging Description etc.",2019-09-23 06:47:27.0,brand name george correct branding information brand section comment packaging description etc
12141980,1001,25,13,IPR Concern,"IPR Concern; the brand name is GEORGE. Please correct all branding information in Brand sections, Comments, Packaging Description etc.",2019-09-23 06:47:27.0,brand name george correct branding information brand section comment packaging description etc
12815509,1001,10,13,IPR Concern,IPR Concern; Please correct the Brand Name on each product. Also correct this under the Label Information/Packaging Description.,2019-09-20 21:22:07.0,correct brand name product also correct label information packaging description
12815509,1001,10,13,IPR Concern,IPR Concern; Please correct the Brand Name on each product. Also correct this under the Label Information/Packaging Description.,2019-09-20 21:22:07.0,correct brand name product also correct label information packaging description
12815509,1001,10,13,IPR Concern,IPR Concern; Please correct the Brand under the Brand tab as well as the Label Information tab.,2019-09-20 21:22:07.0,correct brand brand tab well label information tab
12815509,1001,10,13,IPR Concern,IPR Concern; Please correct the Brand under the Brand tab as well as the Label Information tab.,2019-09-20 21:22:07.0,correct brand brand tab well label information tab
12537966,1001,9,13,IPR Concern,IPR Concern; Please attach a TM letter for Body Factor ,2019-09-20 20:59:50.0,attach letter body factor
12537970,1001,9,13,IPR Concern,IPR Concern; TRL Body Factor,2019-09-20 20:59:48.0,trl body factor
12537739,1001,9,13,IPR Concern,IPR Concern; TRL Body Factor,2019-09-20 20:59:47.0,trl body factor
12537737,1001,9,13,IPR Concern,IPR Concern; TRL Body Factor,2019-09-20 20:59:47.0,trl body factor
12987920,1001,72,13,IPR Concern,IPR Concern; Please attach a use authorization FAMA for Disney Now.,2019-09-20 01:55:24.0,attach authorization fama disney
12693649,1001,7,13,IPR Concern,"IPR Concern; Please attach use authorization letters for Popsicle, York Peppermint Patty, Breyers and other food brands. The image is noted that it is not final, please include use authorization letters for any other brands represented in product variants. ",2019-09-19 19:40:06.0,attach authorization letter popsicle york peppermint patty breyer food brand image noted final include authorization letter brand represented product variant
12693649,1001,7,13,IPR Concern,IPR Concern; Please provide use authorization letter for Dippin' Dots.,2019-09-19 19:40:06.0,provide authorization letter dippin dot
12636671,1001,7,13,IPR Concern,"IPR Concern; Missing trademark release letters for Elise Parsley, Amy Krause & Chicka Chicka Boom Boom",2019-09-19 01:39:34.0,missing trademark release letter elise parsley amy krause chicka chicka boom boom
12934800,1001,16,13,IPR Concern,IPR Concern; what's the brand name?,2019-09-18 18:35:55.0,brand name
12931778,1001,16,13,IPR Concern,IPR Concern; BH&G,2019-09-18 16:19:24.0,
12929093,1001,16,13,IPR Concern,IPR Concern; BH&G,2019-09-18 16:19:23.0,
10809045,1001,16,13,IPR Concern,"IPR Concern; Label needs to be corrected from ""vendor labeling"" to the actual brand",2019-09-18 16:02:59.0,label need corrected vendor labeling actual brand
13354563,1001,14,13,IPR Concern,IPR Concern; Please provide TML,2019-09-18 15:42:46.0,provide tml
12760432,1001,7,13,IPR Concern,IPR Concern; -	Please clarify who owns Track Master and provide a TML -	Please clarify who owns Motorized Engine and provide a TML,2019-09-18 14:49:14.0,clarify own track master provide tml clarify own motorized engine provide tml
12760432,1001,7,13,IPR Concern,IPR Concern; Who owns Track Master? Please provide Trademark Letter  	Who owns Motorized Engine? Please provide Trademark Letter	,2019-09-18 14:49:14.0,own track master provide trademark letter own motorized engine provide trademark letter
11460978,1001,7,13,IPR Concern,IPR Concern; IPR letter does not cover vehicles,2019-09-18 13:13:39.0,ipr letter cover vehicle
12883729,1001,18,13,IPR Concern,"IPR Concern; HIP HOP FLAMINGO ANIMATED PLUSH, please attach use authorization for song ""Dangerous Woman""",2019-09-18 01:17:00.0,hip hop flamingo animated plush attach authorization song dangerou woman
12693674,1001,7,13,IPR Concern,"IPR Concern; Please attach use authorization letters for dippin' dots, ICEE, and Popsicle. The image is noted that it is not final, please include use authorization letters for any other brands represented in product variants. ",2019-09-17 20:57:27.0,attach authorization letter dippin dot icee popsicle image noted final include authorization letter brand represented product variant
12697495,1001,11,13,IPR Concern,IPR Concern; Label/Packaging,2019-09-17 20:46:14.0,label packaging
12997627,1001,9,13,IPR Concern,IPR Concern; Attach a trademark release letter for battery if it is trademarked.,2019-09-17 20:45:14.0,attach trademark release letter battery trademarked
11287632,1001,64,13,IPR Concern,IPR Concern; The artwork shows the Kosher logo please attached the Kosher certification/trademark letter to for MM (WM brand.) ,2019-09-17 19:19:22.0,artwork show kosher logo attached kosher certification trademark letter brand
12796696,1001,18,13,IPR Concern,"IPR Concern; -	Dacron: is this material truly Dacron or is it a generic polyester? If Dacron - please provide TML; Dacron is a trademarked polyester-	Please provide TML for Women Owned-	Please break out materials: ribbon, transparent outer-covering, light bulb material",2019-09-17 18:35:02.0,dacron material truly dacron generic polyester dacron provide tml dacron trademarked polyester provide tml woman owned break material ribbon transparent outer covering light bulb material
12931708,1001,23,13,IPR Concern,IPR Concern; 14Aug2019 TT. The CAD contains (BCI) for the cotton. Please help attach a new CAD with BCI removed.,2019-09-17 17:05:02.0,aug cad contain bci cotton help attach new cad bci removed
12931708,1001,23,13,IPR Concern,IPR Concern; 14Aug2019 TT. The CAD contains (BCI) for the cotton. Please help attach a new CAD with BCI removed.,2019-09-17 17:05:02.0,aug cad contain bci cotton help attach new cad bci removed
12931708,1001,23,13,IPR Concern,IPR Concern; 14Aug2019 TT. The CAD contains (BCI) for the cotton. Please help attach a new CAD with BCI removed.,2019-09-17 17:05:02.0,aug cad contain bci cotton help attach new cad bci removed
12931708,1001,23,13,IPR Concern,IPR Concern; 14Aug2019 TT. The CAD contains (BCI) for the cotton. Please help attach a new CAD with BCI removed.,2019-09-17 17:05:02.0,aug cad contain bci cotton help attach new cad bci removed
12931708,1001,23,13,IPR Concern,IPR Concern; 14Aug2019 TT. The CAD contains (BCI) for the cotton. Please help attach a new CAD with BCI removed.,2019-09-17 17:05:02.0,aug cad contain bci cotton help attach new cad bci removed
